formula,component1,component2,actual,predicted,elements,residual
GaAs0.1P0.9,100,38,1.92,3.022919982,Ga As P,-1.102919982
ZnTe,0,80,0.297,0.28579189,Zn Te,0.01120811
KScSe2O6,93,17,2.095,1.775997103,K Sc Se O,0.319002897
Cu0.5Ga1.5S2.5,83,39,2.23,2.330716633,Cu Ga S,-0.100716633
LiCdBO3,30,67,1.690090909,2.133016369,Li Cd B O,-0.44292546
BeO,10,38,0.09,0.094444898,Be O,-0.004444898
Cu0.01Ga1.99Se2.99,53,66,7.33,7.214164256,Cu Ga Se,0.115835744
K10Sn3P8Se24,68,98,3.4,2.322825054,K Sn P Se,1.077174946
Ge0.542Si0.458,29,41,1,1.321074579,Ge Si,-0.321074579
Rb2AgPS4,15,14,0.72,0.860237277,Rb Ag P S,-0.140237277
Ag2GeSe3,85,88,2.96,2.665202457,Ag Ge Se,0.294797543
PbSbO2I,14,71,0.88,0.731310998,Pb Sb O I,0.148689002
Li4.5Cr0.5TeO6,56,16,0.5,0.516688002,Li Cr Te O,-0.016688002
LiInSnS4,62,52,2.3,2.149709769,Li In Sn S,0.150290231
HoN,24,16,3.3,3.506613014,Ho N,-0.206613014
Cs2MgGe3Se8,85,62,0.658888889,1.008783091,Cs Mg Ge Se,-0.349894202
Pb0.9Se0.9Bi0.2Te0.3,88,61,2.32,4.060349235,Pb Se Bi Te,-1.740349235
Bi2Te0.03Se2.97,98,56,0.65,0.774693891,Bi Te Se,-0.124693891
Sn2BiSI5,7,73,2.13,2.166020554,Sn Bi S I,-0.036020554
Hg4As2HfCl6,36,90,2.17,2.561613864,Hg As Hf Cl,-0.391613864
CsYbZnSe3,70,12,3.3,2.279605706,Cs Yb Zn Se,1.020394294
Nd2Te3,100,12,0.86,1.024035363,Nd Te,-0.164035363
SnSe,70,26,2.22,2.009598569,Sn Se,0.210401431
Tl2TeS3,46,34,1.3,1.232262566,Tl Te S,0.067737434
K2Al2B2O7,54,62,2.374,2.229447764,K Al B O,0.144552236
AlSb,100,49,2.48,2.71639264,Al Sb,-0.23639264
K2Gd2Sb2Se9,17,8,3.99,5.984641366,K Gd Sb Se,-1.994641366
Zn0.9Hg0.1Se,63,38,2.4,2.288226944,Zn Hg Se,0.111773056
Ga1.1Sb0.9Se0.3,95,71,3.13,2.855397498,Ga Sb Se,0.274602502
Cu2ZnSnTe4,55,61,1.76,1.346904565,Cu Zn Sn Te,0.413095435
Sr2V2Se3O15,21,28,1.24,1.393956773,Sr V Se O,-0.153956773
Fe2O3,12,66,2,1.966168378,Fe O,0.033831622
Ge0.88Si0.12,85,55,2.7,2.464389303,Ge Si,0.235610697
Al0.74Gd3Si0.7S7,37,98,3.85,3.62817925,Al Gd Si S,0.22182075
BaIr2Ge4S6,19,2,4.2,3.569123005,Ba Ir Ge S,0.630876995
CsGaSn2Se6,47,7,1.83,1.289189251,Cs Ga Sn Se,0.540810749
ZnIn2Te4,47,30,3.25,2.974388997,Zn In Te,0.275611003
Bi2Cu0.96Se3I,99,39,0.43,0.880332898,Bi Cu Se I,-0.450332898
Se2B2O7,32,82,1.83,1.862313978,Se B O,-0.032313978
Ag2HgI4,48,89,3.65,6.469953911,Ag Hg I,-2.819953911
K4P8Te4,88,60,2,1.644697885,K P Te,0.355302115
Ba2InNdSe5,27,4,2.35,1.720499911,Ba In Nd Se,0.629500089
BaZn2As2,92,57,2.66,2.66323273,Ba Zn As,-0.00323273
K2Hg3Sn2S8,2,84,2.61,3.047989964,K Hg Sn S,-0.437989964
KInSnS4,76,85,1.45,1.770523164,K In Sn S,-0.320523164
KInS2,26,28,0.7,0.639993842,K In S,0.060006158
Na0.5Pb1.75GeS4,5,90,5.98,4.723224589,Na Pb Ge S,1.256775411
Rb3Sb,99,78,2.0125,1.757931921,Rb Sb,0.254568079
PbN6,85,48,0.7,1.747141448,Pb N,-1.047141448
La4FeSb2Se10,16,90,1.3,1.282968654,La Fe Sb Se,0.017031346
Cd4Sb2I3,37,36,0.07,0.205055701,Cd Sb I,-0.135055701
Hg3Te2UCl6,32,97,3.29,3.496384391,Hg Te U Cl,-0.206384391
Cd4P2I3,74,30,3.6,3.777108489,Cd P I,-0.177108489
BaSe,78,33,1.97,2.125768326,Ba Se,-0.155768326
Sb5O7I,39,6,2.09,1.905627204,Sb O I,0.184372796
Pb0.93TeGa0.07,37,27,3.9,3.700910256,Pb Te Ga,0.199089744
CI4,80,41,0.54,0.417299747,C I,0.122700253
Tl6CuTe2O10,53,0,4,4.014477782,Tl Cu Te O,-0.014477782
PbSe0.99S0.01,45,47,0.85,1.21127054,Pb Se S,-0.36127054
TlInSe2,45,46,1.59,2.255311229,Tl In Se,-0.665311229
KSb,29,57,6.89,6.755769074,K Sb,0.134230926
CdSc,98,10,6.53,6.801211212,Cd Sc,-0.271211212
LiMoIO6,47,78,1,0.97063838,Li Mo I O,0.02936162
Cs2Hg4.65Cd1.35S7,51,24,1.29,1.900129748,Cs Hg Cd S,-0.610129748
InSb0.6As0.4,61,5,1.22,1.274431796,In Sb As,-0.054431796
Bi2Te0.1Se2.9,37,58,1.93,1.865785037,Bi Te Se,0.064214963
Mn1.95GdIn1.05S5,29,93,1.81,1.694732423,Mn Gd In S,0.115267577
Pb0.999TeIn0.001,51,55,1.35,1.242636021,Pb Te In,0.107363979
LaVI5O16,25,39,0.606666667,0.814278982,La V I O,-0.207612315
Ca6Bi6O15,63,14,1.55,2.483140275,Ca Bi O,-0.933140275
In0.2P0.2Ga0.8As0.8,76,4,3.3,3.658472679,In P Ga As,-0.358472679
La2GeSe5,17,23,3.05,3.662482911,La Ge Se,-0.612482911
Zn0.43Cd0.57Se,88,54,0.35,0.597948899,Zn Cd Se,-0.247948899
Ca3Sb2,48,25,2.55,1.972215597,Ca Sb,0.577784403
Ga0.5In0.5As,34,54,3.15,2.530960801,Ga In As,0.619039199
K2Te,88,11,0.7,1.735669715,K Te,-1.035669715
CuGa0.4In1.6S3.5,42,65,3.4,3.284275757,Cu Ga In S,0.115724243
Ga0.8Sb0.8Cd0.2Te0.2,22,96,2,1.560965701,Ga Sb Cd Te,0.439034299
CsSbSe2,95,11,2.31,2.393106207,Cs Sb Se,-0.083106207
Ce3LuSe6,20,19,1.08,1.214592674,Ce Lu Se,-0.134592674
Ag2SnSe3,46,1,1.07,1.548194119,Ag Sn Se,-0.478194119
RbCd4Ga5Te12,37,34,0.7,1.132639926,Rb Cd Ga Te,-0.432639926
K2Sm2Ti3O10,29,35,1.76,1.781173573,K Sm Ti O,-0.021173573
Ba2InGdSe5,53,96,2.67,2.634419036,Ba In Gd Se,0.035580964
Pb0.99TeTl0.01,42,79,1.98,3.063466903,Pb Te Tl,-1.083466903
Sm2S3,72,37,2.47,3.038101615,Sm S,-0.568101615
In0.4P0.4Ga0.6As0.6,7,36,4.22,2.603500544,In P Ga As,1.616499456
YbSe,31,100,2.48,2.633114801,Yb Se,-0.153114801
InSb,100,75,2.4,2.711251691,In Sb,-0.311251691
RuPAs,78,35,2.28,1.807670221,Ru P As,0.472329779
Cs4Th2P6S18,3,54,0.8,0.702090105,Cs Th P S,0.097909895
YN,39,20,4.75,4.54795963,Y N,0.20204037
Hg0.8Cd0.2Se,64,59,1.45,1.263595296,Hg Cd Se,0.186404704
BaClBF4,75,40,2.55,2.376715295,Ba Cl B F,0.173284705
SrS,56,45,0.63875,0.878757573,Sr S,-0.240007573
Al2Se3,50,27,0.28,0.336355852,Al Se,-0.056355852
Ag2VI3O11,37,67,5.76,5.851029668,Ag V I O,-0.091029668
SrBiO2Cl,93,96,0.51,0.544930417,Sr Bi O Cl,-0.034930417
As2S6,93,46,1.042,0.860163059,As S,0.181836941
MnAl3,21,79,2,2.02215751,Mn Al,-0.02215751
MnO,9,16,1.3,1.401779554,Mn O,-0.101779554
In0.9Al0.1P,11,21,0.6,0.846710612,In Al P,-0.246710612
Rb2Cu2Sn2S6,99,56,3.255,2.980199968,Rb Cu Sn S,0.274800032
Bi2Te2.97Se0.03,97,97,2.75,2.021098132,Bi Te Se,0.728901868
Mg3As2,35,82,3.67,4.10390731,Mg As,-0.43390731
Ba3Gd2P4S16,31,6,0.9,0.840004557,Ba Gd P S,0.059995443
Cs2Bi2Cd2S5,52,48,2.73,3.414388306,Cs Bi Cd S,-0.684388306
Er3Te4,5,7,1.36,1.207855145,Er Te,0.152144855
KCu2SbS3,88,79,3.76,3.789166955,K Cu Sb S,-0.029166955
InN,7,57,2.05,2.864448374,In N,-0.814448374
NaSbS2,45,82,2,2.607308242,Na Sb S,-0.607308242
Na2CdGe2S6,82,47,1.095,1.165437914,Na Cd Ge S,-0.070437914
CuZn2InTe4,83,74,1.38,1.234577619,Cu Zn In Te,0.145422381
SmB66,49,63,3.5,3.468753417,Sm B,0.031246583
Rb4Ge3B6O17,95,88,0.6,0.698184166,Rb Ge B O,-0.098184166
KPbPO4,47,46,0.12,0.354044191,K Pb P O,-0.234044191
RuP4,92,47,1.5,1.707345001,Ru P,-0.207345001
TeO2,77,4,2.05,1.380058589,Te O,0.669941411
Ba6Al4B14O33,36,23,2.24,2.309294667,Ba Al B O,-0.069294667
Pb0.95Se0.95Sn0.05Se0.05,21,25,2.65,2.608235292,Pb Se Sn,0.041764708
BiSI,91,41,1,0.608933002,Bi S I,0.391066998
TlScTe2,32,27,1.86,1.833964519,Tl Sc Te,0.026035481
Er2Mo3O12,64,82,1.37,0.991238179,Er Mo O,0.378761821
La3CuGaSe7,82,76,1.6,1.50061552,La Cu Ga Se,0.09938448
Cr3Se4,64,97,0.722666667,0.716708687,Cr Se,0.00595798
TiO2,88,45,1.803,2.701063426,Ti O,-0.898063426
YbSb4Te7,21,59,1.53,1.442459824,Yb Sb Te,0.087540176
CdGeP2,77,23,3.3,3.759535203,Cd Ge P,-0.459535203
Ag0.4Cd0.2In2.4Te4,2,86,1.661666667,1.603675373,Ag Cd In Te,0.057991294
KAu5PS8,94,31,1.143333333,1.31284901,K Au P S,-0.169515677
CuP2,29,92,1.44,1.813801225,Cu P,-0.373801225
Cu3ScSe3,94,10,2.15,3.426273073,Cu Sc Se,-1.276273073
GaAs0.86Sb0.14,18,9,1,1.374592149,Ga As Sb,-0.374592149
CuZr1.86S4,79,59,1,0.980727492,Cu Zr S,0.019272508
Tl2SeAs2Te3,52,33,3.35,4.277619645,Tl Se As Te,-0.927619645
FeAsSe,96,4,0.975,1.516134922,Fe As Se,-0.541134922
Ag2SnS3,6,72,3.8575,4.309411853,Ag Sn S,-0.451911853
WSe2,19,32,2.855,2.175573039,W Se,0.679426961
Li2WTeO6,80,51,2.82,2.552279554,Li W Te O,0.267720446
Hg0.08Zn0.92Te,83,31,0.975,0.934851229,Hg Zn Te,0.040148771
FePS,15,37,1.85,1.853621542,Fe P S,-0.003621542
Ce2Ge2Se7,91,93,2.4,2.230148857,Ce Ge Se,0.169851143
CdF2,29,23,3.42,3.021234196,Cd F,0.398765804
Ho2HfS5,52,41,1.645,1.805333407,Ho Hf S,-0.160333407
YVTeO10,53,38,0.15,0.076411581,Y V Te O,0.073588419
NaGaGe3Se8,26,65,1.28,1.66694081,Na Ga Ge Se,-0.38694081
Pb2MnO4,15,88,0.74,0.585421342,Pb Mn O,0.154578658
Zn0.55S0.55Ga0.45P0.45,48,37,1.61,2.653336935,Zn S Ga P,-1.043336935
Cu3NbSe4,73,62,0.64,2.019729009,Cu Nb Se,-1.379729009
Hg6.5As4CdCl6,14,30,1.74,1.732491187,Hg As Cd Cl,0.007508813
Cd3MoTe2O10,54,99,2.2,2.311509532,Cd Mo Te O,-0.111509532
CaO,44,46,5.38,5.627009959,Ca O,-0.247009959
RbMn4In5Se12,99,27,1.816666667,1.13165699,Rb Mn In Se,0.685009677
SnI2,92,62,1.15,1.177095675,Sn I,-0.027095675
NiS2,33,46,3.63,2.733013,Ni S,0.896987
Cd4YB3O10,74,25,1.99,1.831262074,Cd Y B O,0.158737926
BiSeBr,91,80,2.035,2.169150903,Bi Se Br,-0.134150903
GaBi,42,29,1.6518,1.383654153,Ga Bi,0.268145847
ZnTc,36,66,2.96,2.695294425,Zn Tc,0.264705575
Cd8B5O15F,45,56,2.34,2.8042962,Cd B O F,-0.4642962
Yb4Sb2S11.25,85,57,0.68,1.046044649,Yb Sb S,-0.366044649
KAsSe2,28,45,2.3,2.483315161,K As Se,-0.183315161
EuSb2Se4,53,33,1.83,2.03738157,Eu Sb Se,-0.20738157
CuBS2,93,27,0.9,1.087600284,Cu B S,-0.187600284
Rb2CsSb,61,53,0.13,0.236536786,Rb Cs Sb,-0.106536786
K2FeGe3Se8,70,89,1.116666667,1.093628561,K Fe Ge Se,0.023038106
Tb4Al2O9,2,80,3.125,3.02746811,Tb Al O,0.09753189
BaAuI5O15,33,62,2.45,1.884289253,Ba Au I O,0.565710747
Zn3P2,85,31,2.89,3.223455608,Zn P,-0.333455608
La4InSbS9,33,37,2.35,2.475051782,La In Sb S,-0.125051782
Cs2Ga2Se5,66,90,4.59,3.23863703,Cs Ga Se,1.35136297
Ag0.1Cd0.8In2.1Te4,26,8,0.29,0.459608341,Ag Cd In Te,-0.169608341
Ag0.5Pb1.75GeSe4,62,5,1.51,0.89625708,Ag Pb Ge Se,0.61374292
Ag2NbP2S8,46,2,2.02,2.215603613,Ag Nb P S,-0.195603613
Ag2V2I4O16,72,71,2.24,2.670049282,Ag V I O,-0.430049282
Ag3SbS3,14,77,2.048083333,1.121849054,Ag Sb S,0.92623428
Ag5IO6,74,90,1.4,1.771235134,Ag I O,-0.371235134
Ag8SnSe6,70,70,0.71,0.772325527,Ag Sn Se,-0.062325527
AgAlS2,17,43,3.13,3.129766981,Ag Al S,0.000233019
AgBiP2S6,47,72,1.7,2.020257595,Ag Bi P S,-0.320257595
AgBr,39,12,2.52,2.876337417,Ag Br,-0.356337417
AgGaGe3Se8,70,61,2.17,1.881712634,Ag Ga Ge Se,0.288287366
AgGaGe5Se12,55,89,2.14,1.943194939,Ag Ga Ge Se,0.196805061
AgGaSe2,32,57,1.673833333,1.448947794,Ag Ga Se,0.224885539
AgInCd2Te3,95,65,0.47,0.666038803,Ag In Cd Te,-0.196038803
AgLi0.33Sn0.67O2,17,3,2.7,2.687681155,Ag Li Sn O,0.012318845
AgPbBiS3,98,33,1.2,0.783039747,Ag Pb Bi S,0.416960253
AgSbS2,35,21,1.923333333,1.454558986,Ag Sb S,0.468774347
AgSbSe2,15,84,0.692,0.856933225,Ag Sb Se,-0.164933225
AgScP2Se6,40,60,1.55,2.017908238,Ag Sc P Se,-0.467908238
AgTe,65,42,0.79,0.921082173,Ag Te,-0.131082173
AlBi,36,87,0.4,0.802292645,Al Bi,-0.402292645
As2O3,86,18,4,4.101306878,As O,-0.101306878
As2Se3,28,29,1.785714286,1.870311882,As Se,-0.084597596
AsTe,62,80,0.74,1.303163188,As Te,-0.563163188
B4C,52,58,1.64,1.9568407,B C,-0.3168407
B6P,60,75,3.3,3.216808329,B P,0.083191671
BAs,57,88,1.455,2.828861419,B As,-1.373861419
BSb,88,46,2.6,2.478912568,B Sb,0.121087432
Ba2AsGaSe5,0,31,1.39,2.427152691,Ba As Ga Se,-1.037152691
Ba2B6O9(OH)4,75,90,6.53,4.718379283,Ba B O H,1.811620717
Ba2BiGaS5,20,52,2.38,2.186640989,Ba Bi Ga S,0.193359011
Ba2Ca2B4O10,21,96,5.6,6.385633212,Ba Ca B O,-0.785633212
Ba2CdB6O12,9,61,4.59,4.76048362,Ba Cd B O,-0.17048362
Ba2Cu2ThSe5,66,18,1.75,1.743741546,Ba Cu Th Se,0.006258454
Ba2Ga8GeS16,0,53,3,3.177212333,Ba Ga Ge S,-0.177212333
Ba2Ga8SiS16,83,56,3.4,3.264448881,Ba Ga Si S,0.135551119
Ba2GaDyTe5,13,47,1.13,1.228102957,Ba Ga Dy Te,-0.098102957
Ba2GaSbSe5,29,0,2.51,2.078925932,Ba Ga Sb Se,0.431074068
Ba2GaSbTe5,59,68,1.66,1.079564256,Ba Ga Sb Te,0.580435744
Ba2GaYSe5,5,12,2.31,2.307721959,Ba Ga Y Se,0.002278041
Ba2HgS5,60,90,2.4,2.281118047,Ba Hg S,0.118881953
Ba2InCeTe5,99,48,1.35,1.285082656,Ba In Ce Te,0.064917344
Ba2InDySe5,70,99,2.27,2.294874631,Ba In Dy Se,-0.024874631
Ba2ZnSe3,14,26,2.75,2.735000539,Ba Zn Se,0.014999461
Ba2ZnV2O8,56,85,3.48,3.555344282,Ba Zn V O,-0.075344282
Ba3BSbS6,86,1,2.62,2.584815591,Ba B Sb S,0.035184409
Ba3Bi2TeO9,56,69,2.3,3.238384919,Ba Bi Te O,-0.938384919
Ba3Ho2P4S16,41,63,3.3,3.107081929,Ba Ho P S,0.192918071
Ba3In2P4O16,90,41,3.87,4.518203793,Ba In P O,-0.648203793
Ba3SnSb2Se8,62,98,0.97,1.298638401,Ba Sn Sb Se,-0.328638401
Ba4CuGa5S12,68,30,2.82,2.244858458,Ba Cu Ga S,0.575141542
Ba4Ga4GeSe12,70,77,2.18,2.085198346,Ba Ga Ge Se,0.094801654
Ba4LiGa5Se12,97,49,2.65,2.189094925,Ba Li Ga Se,0.460905075
Ba4Sb3S8Cl,43,48,2.09,2.60726447,Ba Sb S Cl,-0.51726447
Ba5Ga4Se10,13,34,2.2,2.156695107,Ba Ga Se,0.043304893
Ba7B3O9F5,57,99,4.94,5.460354453,Ba B O F,-0.520354453
Ba7Sn5S15,36,22,2.29,2.280205762,Ba Sn S,0.009794238
Ba8Hg4S5Se7,24,3,1.98,2.336206511,Ba Hg S Se,-0.356206511
BaCuSbS3,94,20,2,1.86256144,Ba Cu Sb S,0.13743856
BaCuTeF,70,7,2.3,2.868150307,Ba Cu Te F,-0.568150307
BaF2,13,57,9.1425,9.751870513,Ba F,-0.609370513
BaGa2SiSe6,27,1,2.88,2.695134632,Ba Ga Si Se,0.184865368
BaIr2Ge4Se6,14,46,1.332,1.172307656,Ba Ir Ge Se,0.159692344
BaPdI4O12,85,8,1.97,2.513451501,Ba Pd I O,-0.543451501
BaSnO3,3,6,3.1,3.643957247,Ba Sn O,-0.543957247
BaTiO3,22,21,3.057,3.50835999,Ba Ti O,-0.45135999
BaZnGeSe4,37,59,2.46,2.291773534,Ba Zn Ge Se,0.168226466
Be3Sb2,75,46,0.67,1.228876886,Be Sb,-0.558876886
BeTe,64,46,2.89,2.665099547,Be Te,0.224900453
Bi1.98Te3Sb0.02,23,78,0.143,0.073210482,Bi Te Sb,0.069789518
Bi1Te3Sb1,92,11,0.187,0.139593121,Bi Te Sb,0.047406879
Bi2CrI2O11,49,65,2.4,2.465306898,Bi Cr I O,-0.065306898
Bi2Mo3O12,68,18,2.9,2.605324865,Bi Mo O,0.294675135
Bi2Te1.5Se1.5,33,41,0.29,0.213512383,Bi Te Se,0.076487617
Bi2Te2.1Se0.9,14,4,0.295,0.185813419,Bi Te Se,0.109186581
Bi3Ge3O10.5,68,0,3.3,3.785493649,Bi Ge O,-0.485493649
Bi4V2O11,7,92,2,2.45696043,Bi V O,-0.45696043
Bi5O7I,60,74,2.76,2.520524626,Bi O I,0.239475374
Bi8Te7S5,58,38,0.4,0.327808028,Bi Te S,0.072191972
BiBr3,98,23,2.66,3.105400715,Bi Br,-0.445400715
BiCuOSe,100,40,0.82,1.126415293,Bi Cu O Se,-0.306415293
BiFSeO3,75,95,3.83,4.016005786,Bi F Se O,-0.186005786
BiTeNO6,68,38,3.62,3.393603798,Bi Te N O,0.226396202
Ca2Ge,42,79,1,1.264439944,Ca Ge,-0.264439944
Ca2Sn,87,81,0.9,0.944236558,Ca Sn,-0.044236558
Ca3Ti2Si3O12,98,32,1.65,3.929581009,Ca Ti Si O,-2.279581009
Ca5Bi14O26,13,73,2.6,2.658744956,Ca Bi O,-0.058744956
CaF2,73,9,9.96,10.20547287,Ca F,-0.245472869
CaNd2S4,3,14,2.7,2.456994755,Ca Nd S,0.243005245
CaPr2S4,46,62,2.9,2.586049199,Ca Pr S,0.313950801
CaS,8,66,5.593333333,4.497409483,Ca S,1.09592385
CaSe,51,31,4.935,4.148938669,Ca Se,0.786061331
Cd0.55Te0.55Al0.45Sb0.45,91,25,1.93,1.565105703,Cd Te Al Sb,0.364894297
Cd0.6Te0.6Al0.4Sb0.4,8,78,1.8,1.513584056,Cd Te Al Sb,0.286415944
Cd0.99Te0.99Al0.01Sb0.01,44,20,1.6,1.24605437,Cd Te Al Sb,0.35394563
Cd4As2Br3,79,37,1.863333333,1.930039501,Cd As Br,-0.066706167
CdCl2,32,34,5.75,5.639108902,Cd Cl,0.110891098
CdCuSe2O6,11,24,3.33,2.337565391,Cd Cu Se O,0.992434609
CdIn2Se4,46,23,1.608,1.477252835,Cd In Se,0.130747165
CdIn2Te4,6,72,1.182,0.955809492,Cd In Te,0.226190508
CdIn8Te13,10,64,1.02,1.369832975,Cd In Te,-0.349832975
CdO,65,95,2.3,2.623800457,Cd O,-0.323800457
CdP4,69,66,0.9995,2.5220149,Cd P,-1.5225149
CdS,61,5,2.534718519,2.253865526,Cd S,0.280852993
CdS0.01Se0.99,65,79,1.68,1.581555709,Cd S Se,0.098444291
CdSb,88,51,0.496941176,0.545096425,Cd Sb,-0.048155249
CdSb2Se3Br2,2,72,1.4,2.167600599,Cd Sb Se Br,-0.767600599
CdSiP2,96,3,2.151666667,2.117475919,Cd Si P,0.034190747
CdSnO3,87,5,3,3.186709398,Cd Sn O,-0.186709398
Ce2Se3,0,84,1.75,1.571878626,Ce Se,0.178121374
Ce8Sb2S15,14,1,1.99,2.265452904,Ce Sb S,-0.275452904
CeIn3S6,80,35,1.11,0.786455529,Ce In S,0.323544471
CeO2,51,39,3.41,3.47052854,Ce O,-0.06052854
CoAsSe,42,16,0.2,0.557691043,Co As Se,-0.357691043
CoP2,13,10,0.35,0.489551775,Co P,-0.139551775
CoPS,62,32,0.4,0.611646595,Co P S,-0.211646595
CoSb2,77,72,0.185,0.366237646,Co Sb,-0.181237646
CoSbS,98,81,0.305,0.657545223,Co Sb S,-0.352545223
CoTe1.88,74,56,0.2,0.715753988,Co Te,-0.515753988
Cr2S3,30,59,1,1.265090989,Cr S,-0.265090989
CrSb2,53,47,0.15,0.080328891,Cr Sb,0.069671109
CrSi2,71,79,1.3,0.454163089,Cr Si,0.845836911
Cs2Bi8.81La1.19S16,61,36,1,1.17260934,Cs Bi La S,-0.17260934
Cs2CuP3S9,34,4,2.4,2.22120331,Cs Cu P S,0.17879669
Cs2Hg3I8,14,45,2.56,2.10249912,Cs Hg I,0.45750088
Cs2Hg6S7,60,2,1.63,1.978584632,Cs Hg S,-0.348584632
Cs2MgSn3Se8,99,42,1.92,1.908699514,Cs Mg Sn Se,0.011300486
Cs2Ta2P2Se12,6,30,2.29,1.610663559,Cs Ta P Se,0.679336441
Cs2Zn3Se4O12,83,97,4.3,4.300078281,Cs Zn Se O,-7.83E-05
Cs2ZnGe3Te8,12,0,1.07,1.675126866,Cs Zn Ge Te,-0.605126866
Cs2ZnSn3Se8,99,93,2.12,1.835646965,Cs Zn Sn Se,0.284353035
Cs39Cl6Ga53Se96,3,38,2.74,2.306661213,Cs Cl Ga Se,0.433338787
Cs3Nb2AsSe11,82,57,1.35,1.564910954,Cs Nb As Se,-0.214910954
Cs3Sb,100,41,1.6,1.197222168,Cs Sb,0.402777832
Cs3Sb2I9,73,70,1.89,1.788246128,Cs Sb I,0.101753872
Cs3Sn3F2Cl7,66,82,2.96,4.711559588,Cs Sn F Cl,-1.751559588
Cs4In8GeSe16,87,7,2.2,1.966047983,Cs In Ge Se,0.233952017
Cs4Ta4P4Se24,98,51,2.38,1.336511304,Cs Ta P Se,1.043488696
Cs5BiP4Se12,65,82,1.85,1.930743589,Cs Bi P Se,-0.080743589
CsAg2AsS3,1,94,2.7,2.140085657,Cs Ag As S,0.559914343
CsAg5Te3,4,4,0.65,1.381231629,Cs Ag Te,-0.731231629
CsB3O5,62,64,7.42,6.87299036,Cs B O,0.54700964
CsBr,65,78,6.99,6.290146516,Cs Br,0.699853484
CsCd4Ga5S12,54,11,3.09,2.916268739,Cs Cd Ga S,0.173731261
CsCd4In5Te12,85,77,1.42,1.516230455,Cs Cd In Te,-0.096230455
CsCu2AsS3,61,32,2.3,1.908590763,Cs Cu As S,0.391409237
CsCuSb2S4,28,51,1.7,1.611556401,Cs Cu Sb S,0.088443599
CsErZnSe3,35,51,2.595,2.123270515,Cs Er Zn Se,0.471729485
CsLuCoS3,40,91,1.34,1.493832853,Cs Lu Co S,-0.153832853
CsMn4In5Te12,68,55,1.48,1.293872208,Cs Mn In Te,0.186127792
CsTm9Cd4Se18,97,79,2.16,1.953632562,Cs Tm Cd Se,0.206367438
CsYCdSe3,45,44,2.56,2.461276578,Cs Y Cd Se,0.098723422
CsYbMnSe3,21,17,1.595,1.321416175,Cs Yb Mn Se,0.273583825
Cu0.35In1.65Se2.65,85,49,1.19,1.13320709,Cu In Se,0.05679291
Cu2CdSnS4,79,31,1.385,1.475422242,Cu Cd Sn S,-0.090422242
Cu2MgGeS4,24,57,2.36,2.00693334,Cu Mg Ge S,0.35306666
Cu2MgSiS4,9,37,3.2,2.487675916,Cu Mg Si S,0.712324084
Cu2Se,44,29,1.284,1.180524518,Cu Se,0.103475482
Cu2SnSe3,2,84,0.765,0.603511324,Cu Sn Se,0.161488676
Cu2ZnSiSe4,79,59,2.33,2.036100309,Cu Zn Si Se,0.293899691
Cu2ZnSnSe4,11,15,1.44,0.910307496,Cu Zn Sn Se,0.529692504
Cu3GdS3,59,34,1.62,1.287999714,Cu Gd S,0.332000286
Cu3GdTe3,16,50,0.52,0.36627781,Cu Gd Te,0.15372219
Cu3HoTe3,76,3,0.26,0.236571266,Cu Ho Te,0.023428734
Cu3SbSe4,83,58,0.355,0.538846349,Cu Sb Se,-0.183846349
Cu3SmS3,19,95,1.82,1.277776492,Cu Sm S,0.542223508
Cu5Ta11O30,39,85,2.58,1.984114385,Cu Ta O,0.595885615
CuAlTe2,55,1,2.06,1.597668351,Cu Al Te,0.462331649
CuCl,65,68,3.255557143,3.485097533,Cu Cl,-0.22954039
CuGaTe2,19,73,1.09,0.940690226,Cu Ga Te,0.149309774
CuIn2S3.5,28,56,1.43,1.433529108,Cu In S,-0.003529108
CuInTe2,94,97,0.916,0.917598915,Cu In Te,-0.001598915
CuNb3O8,76,54,1.47,1.860649544,Cu Nb O,-0.390649544
Dy2O3,37,53,5,5.65064995,Dy O,-0.65064995
Dy3Al0.5SiS7,87,17,2.22,2.628385128,Dy Al Si S,-0.408385128
DyAs,70,33,1,0.809925299,Dy As,0.190074701
Eu2O3,51,53,4.5,3.226085502,Eu O,1.273914498
Eu3In2P4,89,20,0.452,0.888039735,Eu In P,-0.436039735
Eu4Te7,31,41,0.31,0.778838704,Eu Te,-0.468838704
EuGa2Se4,33,14,2.16,1.870252864,Eu Ga Se,0.289747136
EuGa2Te4,4,54,1.7,0.89795286,Eu Ga Te,0.80204714
EuIn2Se4,40,14,1.31,1.499841857,Eu In Se,-0.189841857
EuIr4In2Ge4,61,86,0.26,0.672301538,Eu Ir In Ge,-0.412301538
EuLiH3,55,64,1.5,1.926930564,Eu Li H,-0.426930564
Fe2P3B1O12,80,96,3.52,3.090378161,Fe P B O,0.429621839
Fe4I3O24H15,44,64,2.3,3.299253307,Fe I O H,-0.999253307
FeAsS,8,14,0.23,0.61352109,Fe As S,-0.38352109
FeI2,18,67,5.15,3.190364504,Fe I,1.959635496
FeSi2,90,8,0.916,0.503087359,Fe Si,0.412912641
Ga0.05P0.05Zn0.95Se0.95,72,90,2.4,2.393763071,Ga P Zn Se,0.006236929
Ga0.2Al0.8P,90,17,2.43,2.713907016,Ga Al P,-0.283907016
Ga0.2In0.8As,27,17,0.5,0.456449348,Ga In As,0.043550652
